*1000Hz	-38.3
	
20.00	-1.0
20.55	-0.7
21.11	-0.5
21.69	-0.3
22.29	-0.1
22.90	0.1
23.53	0.2
24.18	0.3
24.84	0.4
25.52	0.4
26.22	0.4
26.94	0.4
27.68	0.4
28.44	0.4
29.22	0.4
30.03	0.4
30.85	0.4
31.70	0.4
32.57	0.4
33.46	0.5
34.38	0.5
35.33	0.5
36.30	0.6
37.29	0.6
38.32	0.7
39.37	0.7
40.45	0.8
41.56	0.8
42.70	0.9
43.87	0.9
45.08	0.9
46.32	1.0
47.59	1.0
48.90	1.0
50.24	1.0
51.62	1.0
53.03	1.0
54.49	1.0
55.99	1.0
57.52	1.0
59.10	1.1
60.73	1.1
62.39	1.1
64.11	1.1
65.87	1.2
67.68	1.2
69.54	1.2
71.44	1.2
73.41	1.3
75.42	1.3
77.49	1.4
79.62	1.4
81.81	1.4
84.05	1.4
86.36	1.5
88.73	1.5
91.17	1.6
93.67	1.7
96.25	1.8
98.89	1.8
101.60	1.8
104.39	1.7
107.26	1.6
110.21	1.4
113.23	1.2
116.34	1.1
119.54	1.0
122.82	0.9
126.19	0.7
129.66	0.6
133.22	0.4
136.87	0.3
140.63	0.2
144.50	0.2
148.46	0.1
152.54	0.1
156.73	0.1
161.03	0.0
165.45	0.0
170.00	0.0
174.67	0.0
179.46	0.0
184.39	0.1
189.45	0.2
194.65	0.3
200.00	0.4
205.49	0.5
211.13	0.5
216.93	0.6
222.89	0.7
229.01	0.8
235.30	1.0
241.76	1.2
248.40	1.5
255.22	1.6
262.23	1.8
269.43	1.9
276.83	2.0
284.43	2.0
292.24	1.9
300.26	1.7
308.51	1.4
316.98	1.1
325.68	0.7
334.63	0.4
343.81	0.2
353.26	0.0
362.96	-0.1
372.92	-0.3
383.16	-0.5
393.68	-0.7
404.49	-0.8
415.60	-0.8
427.01	-0.5
438.74	-0.1
450.79	0.4
463.17	0.9
475.88	1.4
488.95	1.7
502.38	1.7
516.17	0.8
530.35	0.3
544.91	0.3
559.87	0.4
575.25	0.4
591.04	0.2
607.27	0.0
623.95	-0.2
641.08	-0.2
658.68	-0.1
676.77	0.1
695.35	0.3
714.45	0.4
734.07	0.6
754.22	0.6
774.94	0.6
796.21	0.5
818.08	0.4
840.54	0.2
863.62	0.1
887.34	0.1
911.70	0.0
936.74	0.0
962.46	0.0
988.89	0.0
1016.04	0.0
1043.94	0.0
1072.61	0.0
1102.06	-0.1
1132.33	-0.1
1163.42	-0.2
1195.37	-0.3
1228.19	-0.3
1261.91	-0.3
1296.57	-0.3
1332.17	-0.3
1368.75	-0.3
1406.34	-0.3
1444.95	-0.4
1484.63	-0.4
1525.40	-0.4
1567.28	-0.4
1610.32	-0.4
1654.54	-0.4
1699.97	-0.5
1746.65	-0.6
1794.61	-0.7
1843.89	-0.7
1894.53	-0.7
1946.55	-0.6
2000.00	-0.5
2054.92	-0.4
2111.35	-0.4
2169.32	-0.5
2228.89	-0.8
2290.10	-1.1
2352.98	-1.3
2417.59	-1.1
2483.98	-0.6
2552.19	-0.5
2622.27	-0.5
2694.27	-0.5
2768.26	-0.4
2844.27	-0.3
2922.37	-0.1
3002.62	0.1
3085.07	0.2
3169.79	0.2
3256.83	0.3
3346.26	0.4
3438.14	0.5
3532.55	0.5
3629.56	0.4
3729.22	0.2
3831.62	0.0
3936.84	-0.2
4044.94	-0.3
4156.01	-0.3
4270.14	-0.2
4387.39	-0.2
4507.87	-0.2
4631.65	-0.5
4758.83	-0.7
4889.51	-0.7
5023.77	-0.4
5161.72	-0.3
5303.46	-0.4
5449.09	-0.6
5598.72	-0.8
5752.46	-0.9
5910.42	-0.8
6072.72	-0.7
6239.47	-0.8
6410.80	-1.4
6586.84	-2.0
6767.71	-2.2
6953.55	-1.7
7144.49	-1.0
7340.67	-0.7
7542.24	-0.9
7749.35	-1.1
7962.14	-0.7
8180.78	0.2
8405.42	0.7
8636.23	0.8
8873.37	0.3
9117.03	0.2
9367.38	0.7
9624.61	0.9
9888.89	0.4
10160.44	0.1
10439.44	0.1
10726.10	-0.2
11020.63	-0.1
11323.25	0.2
11634.18	-0.1
11953.65	-0.4
12281.89	0.1
12619.15	0.3
12965.66	0.4
13321.69	0.1
13687.50	0.1
14063.35	0.1
14449.52	-0.2
14846.30	-0.2
15253.97	0.1
15672.84	0.4
16103.21	0.7
16545.39	0.5
16999.72	1.2
17466.52	0.8
17946.14	0.6
18438.94	1.0
18945.26	1.3
19465.49	1.8
20000.00	2.8
