*1000Hz	-38.7
	
20.00	-0.4
20.55	-0.4
21.11	-0.3
21.69	-0.2
22.29	-0.2
22.90	-0.2
23.53	-0.1
24.18	-0.1
24.84	-0.1
25.52	-0.1
26.22	-0.1
26.94	-0.2
27.68	-0.2
28.44	-0.2
29.22	-0.2
30.03	-0.2
30.85	-0.2
31.70	-0.2
32.57	-0.2
33.46	-0.1
34.38	-0.1
35.33	0.0
36.30	0.0
37.29	0.1
38.32	0.2
39.37	0.2
40.45	0.3
41.56	0.4
42.70	0.5
43.87	0.6
45.08	0.7
46.32	0.7
47.59	0.8
48.90	0.9
50.24	0.9
51.62	1.0
53.03	1.0
54.49	1.1
55.99	1.1
57.52	1.1
59.10	1.2
60.73	1.2
62.39	1.2
64.11	1.3
65.87	1.3
67.68	1.3
69.54	1.3
71.44	1.3
73.41	1.3
75.42	1.3
77.49	1.3
79.62	1.3
81.81	1.3
84.05	1.3
86.36	1.3
88.73	1.3
91.17	1.4
93.67	1.4
96.25	1.4
98.89	1.4
101.60	1.4
104.39	1.3
107.26	1.2
110.21	1.1
113.23	1.0
116.34	0.9
119.54	0.8
122.82	0.7
126.19	0.6
129.66	0.6
133.22	0.5
136.87	0.5
140.63	0.4
144.50	0.4
148.46	0.3
152.54	0.3
156.73	0.3
161.03	0.3
165.45	0.2
170.00	0.2
174.67	0.2
179.46	0.2
184.39	0.2
189.45	0.3
194.65	0.3
200.00	0.3
205.49	0.4
211.13	0.5
216.93	0.6
222.89	0.8
229.01	1.0
235.30	1.3
241.76	1.6
248.40	1.8
255.22	2.0
262.23	2.1
269.43	2.1
276.83	2.1
284.43	1.9
292.24	1.7
300.26	1.3
308.51	1.0
316.98	0.7
325.68	0.4
334.63	0.3
343.81	0.2
353.26	0.1
362.96	0.0
372.92	-0.1
383.16	-0.2
393.68	-0.1
404.49	0.0
415.60	0.2
427.01	0.5
438.74	0.8
450.79	1.1
463.17	1.3
475.88	1.4
488.95	1.5
502.38	1.3
516.17	0.9
530.35	0.7
544.91	0.7
559.87	0.7
575.25	0.8
591.04	0.7
607.27	0.7
623.95	0.7
641.08	0.7
658.68	0.8
676.77	0.8
695.35	0.7
714.45	0.7
734.07	0.6
754.22	0.4
774.94	0.3
796.21	0.1
818.08	0.1
840.54	0.0
863.62	0.1
887.34	0.1
911.70	0.2
936.74	0.2
962.46	0.2
988.89	0.1
1016.04	0.0
1043.94	-0.1
1072.61	-0.2
1102.06	-0.3
1132.33	-0.3
1163.42	-0.3
1195.37	-0.3
1228.19	-0.4
1261.91	-0.4
1296.57	-0.4
1332.17	-0.4
1368.75	-0.5
1406.34	-0.5
1444.95	-0.6
1484.63	-0.5
1525.40	-0.5
1567.28	-0.4
1610.32	-0.4
1654.54	-0.4
1699.97	-0.5
1746.65	-0.5
1794.61	-0.5
1843.89	-0.4
1894.53	-0.3
1946.55	-0.3
2000.00	-0.4
2054.92	-0.5
2111.35	-0.6
2169.32	-0.8
2228.89	-0.9
2290.10	-1.0
2352.98	-1.1
2417.59	-1.1
2483.98	-0.7
2552.19	-0.5
2622.27	-0.4
2694.27	-0.3
2768.26	-0.2
2844.27	-0.1
2922.37	0.1
3002.62	0.4
3085.07	0.5
3169.79	0.6
3256.83	0.7
3346.26	0.7
3438.14	0.8
3532.55	0.8
3629.56	0.6
3729.22	0.4
3831.62	0.2
3936.84	0.1
4044.94	0.1
4156.01	0.2
4270.14	0.3
4387.39	0.5
4507.87	0.4
4631.65	0.1
4758.83	-0.2
4889.51	-0.2
5023.77	0.1
5161.72	0.3
5303.46	0.3
5449.09	0.2
5598.72	0.0
5752.46	-0.1
5910.42	0.1
6072.72	0.4
6239.47	0.3
6410.80	-0.2
6586.84	-0.9
6767.71	-0.9
6953.55	-0.2
7144.49	0.5
7340.67	0.7
7542.24	0.3
7749.35	0.1
7962.14	0.7
8180.78	1.9
8405.42	2.4
8636.23	2.4
8873.37	2.0
9117.03	2.0
9367.38	2.7
9624.61	2.9
9888.89	2.5
10160.44	2.2
10439.44	2.4
10726.10	2.3
11020.63	2.3
11323.25	2.4
11634.18	2.1
11953.65	2.0
12281.89	2.6
12619.15	2.8
12965.66	2.9
13321.69	2.8
13687.50	2.9
14063.35	2.9
14449.52	2.6
14846.30	2.8
15253.97	3.0
15672.84	3.3
16103.21	3.7
16545.39	3.7
16999.72	4.1
17466.52	3.7
17946.14	4.0
18438.94	4.2
18945.26	4.4
19465.49	5.1
20000.00	5.9
